date,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-19,78874.88947983977,78874.88947983977,0.0,0.0,22650.796256057198,18564.451471128905,73.96492364583332,1983.182235223982,49092.39353479173,0.0,328.5193831069271,49420.912917898655
2025-02-20,81984.59777530366,81984.59777530366,0.0,0.0,21050.972023795697,16946.73867734809,10.652207960069404,6897.882903482786,50636.46743410028,0.0,49.89494208496509,50686.36237618525
2025-02-21,35692.18375637024,35692.18375637024,0.0,0.0,17986.393859951833,14339.478552148437,0.0,6485.006415233513,18447.42046421251,0.0,0.0,18447.42046421251
2025-02-22,35740.70978168815,35740.70978168815,0.0,0.0,17238.271731427736,14005.452253177082,0.0,4663.127420104166,18765.626574424816,0.0,0.0,18765.626574424816
2025-02-23,80641.48284009153,80641.48284009153,0.0,0.0,22345.362849528847,18466.949225862852,0.0,5231.2155330922,49853.23211980854,0.0,0.0,49853.23211980854
2025-02-24,77313.17545413275,77313.17545413275,0.0,0.0,21218.353311195515,16988.793762738715,31.480576684027938,4912.06286569331,48033.04653647736,0.0,139.46592743798684,48172.51246391535
2025-02-25,79119.68062543546,79119.68062543546,0.0,0.0,19282.602202457238,15688.399305353389,81.46333333333337,9785.617828331619,48827.91008093428,0.0,365.33128500000015,49193.24136593428
2025-02-26,73073.19265626355,73073.19265626355,0.0,0.0,22076.489005753017,17874.734291250566,470.6608580897123,527.2507665174854,44719.54863305939,0.0,3247.6852789287345,47967.23391198812
2025-02-27,73921.59856033816,73921.59856033816,0.0,0.0,22864.56269408441,18587.464587084287,76.81833130980726,2764.7345846478534,45449.09166476148,0.0,505.6678956860695,45954.75956044755
2025-02-28,34597.94147989535,34597.94147989535,0.0,0.0,17315.936743081435,13750.33085032552,0.0,7739.742037139436,18017.582752832906,0.0,0.0,18017.582752832906
2025-03-01,37793.18308971707,37793.18308971707,0.0,0.0,16099.000089131945,13194.425196210937,0.0,11229.842263462735,19469.0477129374,0.0,0.0,19469.0477129374
2025-03-02,81593.99106421912,81593.99106421912,0.0,0.0,22912.1365566865,18928.615067144183,62.164566645834384,5314.327074655986,50577.932022157926,0.0,292.7543521998018,50870.68637435773
2025-03-03,83759.6882725605,83759.6882725605,0.0,0.0,21951.70308445548,17740.034947849304,430.23881574010585,7961.112318361092,51822.696574833855,0.0,2799.9203045076006,54622.61687934146
2025-03-04,74780.37427723545,74780.37427723545,0.0,0.0,22563.48471917288,18287.932041766497,0.0,1305.363666495735,46013.163734660666,0.0,0.0,46013.163734660666
2025-03-05,78757.72779490359,78757.72779490359,0.0,0.0,20921.51325579198,16739.240622288627,0.0,8444.983144733573,48397.7205185737,0.0,0.0,48397.7205185737
2025-03-06,73018.86190711183,73018.86190711183,0.0,0.0,21813.120253816545,17806.4018071875,0.0,3071.4893271494575,44696.45863354029,0.0,0.0,44696.45863354029
2025-03-07,34189.88095611888,34189.88095611888,0.0,0.0,15837.040082163545,12483.693184960935,0.0,9914.248525582938,18067.439728322013,0.0,0.0,18067.439728322013
2025-03-08,32180.29833278398,32180.29833278398,0.0,0.0,15824.893002308007,12813.532847268103,0.0,10105.79866107741,16804.497213943796,0.0,0.0,16804.497213943796
2025-03-09,75396.6022708643,75396.6022708643,0.0,0.0,21319.394678657198,17511.8217027908,0.0,8255.504244997908,45887.71585699455,0.0,0.0,45887.71585699455
2025-03-10,73192.65901115938,73192.65901115938,0.0,0.0,22018.691443506144,17928.45502852591,455.8609752761696,1516.21212145533,44261.88577071934,0.0,2201.227740701035,46463.11351142038
2025-03-11,65260.35894052356,65260.35894052356,0.0,0.0,18812.90895967448,15096.492558394142,3033.8564857030788,638.88022494631,39919.15954263304,0.0,20366.555568743373,60285.71511137641
2025-03-12,74899.20449065017,74899.20449065017,0.0,0.0,20283.0265930697,16610.346694410808,3.2452551822921123,8794.235163840238,45806.03824473507,0.0,22.638900151669777,45828.67714488674
2025-03-13,75027.05897923803,75027.05897923803,0.0,0.0,20807.10305495676,16819.62911089844,76.15493531249945,3570.121953825548,45694.17129630756,0.0,506.80028024859,46200.97157655615
2025-03-14,31536.478030356226,31536.478030356226,0.0,0.0,15926.977644594852,12482.461462300345,0.0,12062.535864728385,16259.450041787866,0.0,0.0,16259.450041787866
2025-03-15,31028.946174261455,31028.946174261455,0.0,0.0,16113.98256044672,13420.374122166495,0.0,7411.2125859812295,16000.664665990269,0.0,0.0,16000.664665990269
2025-03-16,70845.16414410032,70845.16414410032,0.0,0.0,22237.518131683166,17607.834757721354,464.4965758116348,3328.9304126168167,43177.58359295645,0.0,2402.1194091660086,45579.70300212246
2025-03-17,66724.72672338193,66724.72672338193,0.0,0.0,21429.836740834297,17578.46063823737,71.25706998311625,5086.476257434789,39802.32381300416,0.0,497.08932020221897,40299.41313320638
2025-03-18,76103.57449170058,76103.57449170058,0.0,0.0,19042.976749948873,15376.13931559896,0.0,11310.778690684003,46635.62322645901,0.0,0.0,46635.62322645901
2025-03-19,62394.338278872056,62394.338278872056,0.0,0.0,20058.354450256124,16363.272512341582,1273.9582485004316,507.7441394579513,38167.222283204115,0.0,8623.943694460879,46791.16597766499
2025-03-20,70912.81040167218,70912.81040167218,0.0,0.0,21859.60209846354,17769.723558124224,585.5425381995592,5199.51258286576,43248.56880732086,0.0,2926.9179892904804,46175.48679661134
2025-03-21,30522.69503187491,30522.69503187491,0.0,0.0,16114.13791641075,12934.101633910675,0.0,15309.194232708172,15735.444432726816,0.0,0.0,15735.444432726816
2025-03-22,31805.721102307984,31805.721102307984,0.0,0.0,15443.994596489838,12104.484455170312,0.0,12585.011227655126,16615.344435382387,0.0,0.0,16615.344435382387
2025-03-23,71553.88813373027,71553.88813373027,0.0,0.0,19419.825015079572,16184.284341636285,0.0,9548.627343620321,43536.3476023294,0.0,0.0,43536.3476023294
2025-03-24,68638.2456450254,68638.2456450254,0.0,0.0,20764.657372623988,16686.037720577257,0.0,6561.128909645334,41326.84401094713,0.0,0.0,41326.84401094713
